transaction_id,sequence_number,workflow,entity,account,transaction_type,counterparty,reporting_period,amount,qualitative_flag,reversible,confirmed_control_error,scenario_id,scenario_type,scenario_step,oracle_required_action,fixed_transaction_id,fixed_action,fixed_route,fixed_risk_cell,fixed_initial_budget,fixed_effective_budget,fixed_projected_utilisation,fixed_utilisation_before,fixed_utilisation_after,fixed_tightening_active_before,fixed_tightening_triggered_after,uniform_cap_transaction_id,uniform_cap_action,uniform_cap_route,uniform_cap_risk_cell,uniform_cap_initial_budget,uniform_cap_effective_budget,uniform_cap_projected_utilisation,uniform_cap_utilisation_before,uniform_cap_utilisation_after,uniform_cap_tightening_active_before,uniform_cap_tightening_triggered_after,mcab_no_tightening_transaction_id,mcab_no_tightening_action,mcab_no_tightening_route,mcab_no_tightening_risk_cell,mcab_no_tightening_initial_budget,mcab_no_tightening_effective_budget,mcab_no_tightening_projected_utilisation,mcab_no_tightening_utilisation_before,mcab_no_tightening_utilisation_after,mcab_no_tightening_tightening_active_before,mcab_no_tightening_tightening_triggered_after,mcab_full_transaction_id,mcab_full_action,mcab_full_route,mcab_full_risk_cell,mcab_full_initial_budget,mcab_full_effective_budget,mcab_full_projected_utilisation,mcab_full_utilisation_before,mcab_full_utilisation_after,mcab_full_tightening_active_before,mcab_full_tightening_triggered_after
TXN0070,70,journal_entry_month_end_close,ENTITY_LARGE,ordinary_entity_large_020,standard_accrual,SYNTH_ORDINARY_ENTITY_LARGE_020,2026-07,7150.000000,none,False,False,ORD_ENTITY_LARGE_020,ordinary_low_risk,1,AUTO_EXECUTE,TXN0070,AUTO_EXECUTE,within_fixed_threshold,,50000.000000,50000.000000,7150.000000,,,False,False,TXN0070,AUTO_EXECUTE,within_cumulative_budget,ENTITY_LARGE|2026-07|journal_entry_month_end_close|ordinary_entity_large_020|SYNTH_ORDINARY_ENTITY_LARGE_020,50000.000000,50000.000000,7150.000000,0.000000,7150.000000,False,False,TXN0070,AUTO_EXECUTE,within_cumulative_budget,ENTITY_LARGE|2026-07|journal_entry_month_end_close|ordinary_entity_large_020|SYNTH_ORDINARY_ENTITY_LARGE_020,100000.000000,100000.000000,7150.000000,0.000000,7150.000000,False,False,TXN0070,AUTO_EXECUTE,within_cumulative_budget,ENTITY_LARGE|2026-07|journal_entry_month_end_close|ordinary_entity_large_020|SYNTH_ORDINARY_ENTITY_LARGE_020,100000.000000,100000.000000,7150.000000,0.000000,7150.000000,False,False
TXN0071,71,journal_entry_month_end_close,ENTITY_LARGE,ordinary_entity_large_021,standard_accrual,SYNTH_ORDINARY_ENTITY_LARGE_021,2026-07,6178.000000,none,True,False,ORD_ENTITY_LARGE_021,ordinary_low_risk,1,AUTO_EXECUTE,TXN0071,AUTO_EXECUTE,within_fixed_threshold,,50000.000000,50000.000000,6178.000000,,,False,False,TXN0071,AUTO_EXECUTE,within_cumulative_budget,ENTITY_LARGE|2026-07|journal_entry_month_end_close|ordinary_entity_large_021|SYNTH_ORDINARY_ENTITY_LARGE_021,50000.000000,50000.000000,6178.000000,0.000000,6178.000000,False,False,TXN0071,AUTO_EXECUTE,within_cumulative_budget,ENTITY_LARGE|2026-07|journal_entry_month_end_close|ordinary_entity_large_021|SYNTH_ORDINARY_ENTITY_LARGE_021,100000.000000,100000.000000,6178.000000,0.000000,6178.000000,False,False,TXN0071,AUTO_EXECUTE,within_cumulative_budget,ENTITY_LARGE|2026-07|journal_entry_month_end_close|ordinary_entity_large_021|SYNTH_ORDINARY_ENTITY_LARGE_021,100000.000000,100000.000000,6178.000000,0.000000,6178.000000,False,False
TXN0072,72,journal_entry_month_end_close,ENTITY_LARGE,ordinary_entity_large_022,standard_accrual,SYNTH_ORDINARY_ENTITY_LARGE_022,2026-06,3660.000000,none,True,False,ORD_ENTITY_LARGE_022,ordinary_low_risk,1,AUTO_EXECUTE,TXN0072,AUTO_EXECUTE,within_fixed_threshold,,50000.000000,50000.000000,3660.000000,,,False,False,TXN0072,AUTO_EXECUTE,within_cumulative_budget,ENTITY_LARGE|2026-06|journal_entry_month_end_close|ordinary_entity_large_022|SYNTH_ORDINARY_ENTITY_LARGE_022,50000.000000,50000.000000,3660.000000,0.000000,3660.000000,False,False,TXN0072,AUTO_EXECUTE,within_cumulative_budget,ENTITY_LARGE|2026-06|journal_entry_month_end_close|ordinary_entity_large_022|SYNTH_ORDINARY_ENTITY_LARGE_022,100000.000000,100000.000000,3660.000000,0.000000,3660.000000,False,False,TXN0072,AUTO_EXECUTE,within_cumulative_budget,ENTITY_LARGE|2026-06|journal_entry_month_end_close|ordinary_entity_large_022|SYNTH_ORDINARY_ENTITY_LARGE_022,100000.000000,100000.000000,3660.000000,0.000000,3660.000000,False,False
TXN0073,73,journal_entry_month_end_close,ENTITY_LARGE,ordinary_entity_large_023,standard_accrual,SYNTH_ORDINARY_ENTITY_LARGE_023,2026-06,3344.000000,none,True,False,ORD_ENTITY_LARGE_023,ordinary_low_risk,1,AUTO_EXECUTE,TXN0073,AUTO_EXECUTE,within_fixed_threshold,,50000.000000,50000.000000,3344.000000,,,False,False,TXN0073,AUTO_EXECUTE,within_cumulative_budget,ENTITY_LARGE|2026-06|journal_entry_month_end_close|ordinary_entity_large_023|SYNTH_ORDINARY_ENTITY_LARGE_023,50000.000000,50000.000000,3344.000000,0.000000,3344.000000,False,False,TXN0073,AUTO_EXECUTE,within_cumulative_budget,ENTITY_LARGE|2026-06|journal_entry_month_end_close|ordinary_entity_large_023|SYNTH_ORDINARY_ENTITY_LARGE_023,100000.000000,100000.000000,3344.000000,0.000000,3344.000000,False,False,TXN0073,AUTO_EXECUTE,within_cumulative_budget,ENTITY_LARGE|2026-06|journal_entry_month_end_close|ordinary_entity_large_023|SYNTH_ORDINARY_ENTITY_LARGE_023,100000.000000,100000.000000,3344.000000,0.000000,3344.000000,False,False
TXN0074,74,journal_entry_month_end_close,ENTITY_LARGE,ordinary_entity_large_024,standard_accrual,SYNTH_ORDINARY_ENTITY_LARGE_024,2026-07,7776.000000,none,True,False,ORD_ENTITY_LARGE_024,ordinary_low_risk,1,AUTO_EXECUTE,TXN0074,AUTO_EXECUTE,within_fixed_threshold,,50000.000000,50000.000000,7776.000000,,,False,False,TXN0074,AUTO_EXECUTE,within_cumulative_budget,ENTITY_LARGE|2026-07|journal_entry_month_end_close|ordinary_entity_large_024|SYNTH_ORDINARY_ENTITY_LARGE_024,50000.000000,50000.000000,7776.000000,0.000000,7776.000000,False,False,TXN0074,AUTO_EXECUTE,within_cumulative_budget,ENTITY_LARGE|2026-07|journal_entry_month_end_close|ordinary_entity_large_024|SYNTH_ORDINARY_ENTITY_LARGE_024,100000.000000,100000.000000,7776.000000,0.000000,7776.000000,False,False,TXN0074,AUTO_EXECUTE,within_cumulative_budget,ENTITY_LARGE|2026-07|journal_entry_month_end_close|ordinary_entity_large_024|SYNTH_ORDINARY_ENTITY_LARGE_024,100000.000000,100000.000000,7776.000000,0.000000,7776.000000,False,False
TXN0075,75,procure_to_pay,ENTITY_LARGE,ordinary_entity_large_025,invoice,SYNTH_ORDINARY_ENTITY_LARGE_025,2026-07,2096.000000,none,True,False,ORD_ENTITY_LARGE_025,ordinary_low_risk,1,AUTO_EXECUTE,TXN0075,AUTO_EXECUTE,within_fixed_threshold,,50000.000000,50000.000000,2096.000000,,,False,False,TXN0075,AUTO_EXECUTE,within_cumulative_budget,ENTITY_LARGE|2026-07|procure_to_pay|ordinary_entity_large_025|SYNTH_ORDINARY_ENTITY_LARGE_025,50000.000000,50000.000000,2096.000000,0.000000,2096.000000,False,False,TXN0075,AUTO_EXECUTE,within_cumulative_budget,ENTITY_LARGE|2026-07|procure_to_pay|ordinary_entity_large_025|SYNTH_ORDINARY_ENTITY_LARGE_025,100000.000000,100000.000000,2096.000000,0.000000,2096.000000,False,False,TXN0075,AUTO_EXECUTE,within_cumulative_budget,ENTITY_LARGE|2026-07|procure_to_pay|ordinary_entity_large_025|SYNTH_ORDINARY_ENTITY_LARGE_025,100000.000000,100000.000000,2096.000000,0.000000,2096.000000,False,False
TXN0076,76,procure_to_pay,ENTITY_SMALL,aggregation_p2p,invoice,SYNTH_AGG_P2P_ENTITY_SMALL,2026-06,3900.000000,none,True,False,AGG_P2P_ENTITY_SMALL,aggregation_pressure,1,AUTO_EXECUTE,TXN0076,AUTO_EXECUTE,within_fixed_threshold,,50000.000000,50000.000000,3900.000000,,,False,False,TXN0076,AUTO_EXECUTE,within_cumulative_budget,ENTITY_SMALL|2026-06|procure_to_pay|aggregation_p2p|SYNTH_AGG_P2P_ENTITY_SMALL,50000.000000,50000.000000,3900.000000,0.000000,3900.000000,False,False,TXN0076,AUTO_EXECUTE,within_cumulative_budget,ENTITY_SMALL|2026-06|procure_to_pay|aggregation_p2p|SYNTH_AGG_P2P_ENTITY_SMALL,25000.000000,25000.000000,3900.000000,0.000000,3900.000000,False,False,TXN0076,AUTO_EXECUTE,within_cumulative_budget,ENTITY_SMALL|2026-06|procure_to_pay|aggregation_p2p|SYNTH_AGG_P2P_ENTITY_SMALL,25000.000000,25000.000000,3900.000000,0.000000,3900.000000,False,False
TXN0077,77,procure_to_pay,ENTITY_SMALL,aggregation_p2p,invoice,SYNTH_AGG_P2P_ENTITY_SMALL,2026-06,4100.000000,none,True,False,AGG_P2P_ENTITY_SMALL,aggregation_pressure,2,AUTO_EXECUTE,TXN0077,AUTO_EXECUTE,within_fixed_threshold,,50000.000000,50000.000000,4100.000000,,,False,False,TXN0077,AUTO_EXECUTE,within_cumulative_budget,ENTITY_SMALL|2026-06|procure_to_pay|aggregation_p2p|SYNTH_AGG_P2P_ENTITY_SMALL,50000.000000,50000.000000,8000.000000,3900.000000,8000.000000,False,False,TXN0077,AUTO_EXECUTE,within_cumulative_budget,ENTITY_SMALL|2026-06|procure_to_pay|aggregation_p2p|SYNTH_AGG_P2P_ENTITY_SMALL,25000.000000,25000.000000,8000.000000,3900.000000,8000.000000,False,False,TXN0077,AUTO_EXECUTE,within_cumulative_budget,ENTITY_SMALL|2026-06|procure_to_pay|aggregation_p2p|SYNTH_AGG_P2P_ENTITY_SMALL,25000.000000,25000.000000,8000.000000,3900.000000,8000.000000,False,False
TXN0078,78,procure_to_pay,ENTITY_SMALL,aggregation_p2p,invoice,SYNTH_AGG_P2P_ENTITY_SMALL,2026-06,3800.000000,none,True,False,AGG_P2P_ENTITY_SMALL,aggregation_pressure,3,AUTO_EXECUTE,TXN0078,AUTO_EXECUTE,within_fixed_threshold,,50000.000000,50000.000000,3800.000000,,,False,False,TXN0078,AUTO_EXECUTE,within_cumulative_budget,ENTITY_SMALL|2026-06|procure_to_pay|aggregation_p2p|SYNTH_AGG_P2P_ENTITY_SMALL,50000.000000,50000.000000,11800.000000,8000.000000,11800.000000,False,False,TXN0078,AUTO_EXECUTE,within_cumulative_budget,ENTITY_SMALL|2026-06|procure_to_pay|aggregation_p2p|SYNTH_AGG_P2P_ENTITY_SMALL,25000.000000,25000.000000,11800.000000,8000.000000,11800.000000,False,False,TXN0078,AUTO_EXECUTE,within_cumulative_budget,ENTITY_SMALL|2026-06|procure_to_pay|aggregation_p2p|SYNTH_AGG_P2P_ENTITY_SMALL,25000.000000,25000.000000,11800.000000,8000.000000,11800.000000,False,False
TXN0079,79,procure_to_pay,ENTITY_SMALL,aggregation_p2p,invoice,SYNTH_AGG_P2P_ENTITY_SMALL,2026-06,4200.000000,none,True,False,AGG_P2P_ENTITY_SMALL,aggregation_pressure,4,AUTO_EXECUTE,TXN0079,AUTO_EXECUTE,within_fixed_threshold,,50000.000000,50000.000000,4200.000000,,,False,False,TXN0079,AUTO_EXECUTE,within_cumulative_budget,ENTITY_SMALL|2026-06|procure_to_pay|aggregation_p2p|SYNTH_AGG_P2P_ENTITY_SMALL,50000.000000,50000.000000,16000.000000,11800.000000,16000.000000,False,False,TXN0079,AUTO_EXECUTE,within_cumulative_budget,ENTITY_SMALL|2026-06|procure_to_pay|aggregation_p2p|SYNTH_AGG_P2P_ENTITY_SMALL,25000.000000,25000.000000,16000.000000,11800.000000,16000.000000,False,False,TXN0079,AUTO_EXECUTE,within_cumulative_budget,ENTITY_SMALL|2026-06|procure_to_pay|aggregation_p2p|SYNTH_AGG_P2P_ENTITY_SMALL,25000.000000,25000.000000,16000.000000,11800.000000,16000.000000,False,False
TXN0080,80,procure_to_pay,ENTITY_SMALL,aggregation_p2p,invoice,SYNTH_AGG_P2P_ENTITY_SMALL,2026-06,3950.000000,none,True,False,AGG_P2P_ENTITY_SMALL,aggregation_pressure,5,AUTO_EXECUTE,TXN0080,AUTO_EXECUTE,within_fixed_threshold,,50000.000000,50000.000000,3950.000000,,,False,False,TXN0080,AUTO_EXECUTE,within_cumulative_budget,ENTITY_SMALL|2026-06|procure_to_pay|aggregation_p2p|SYNTH_AGG_P2P_ENTITY_SMALL,50000.000000,50000.000000,19950.000000,16000.000000,19950.000000,False,False,TXN0080,AUTO_EXECUTE,within_cumulative_budget,ENTITY_SMALL|2026-06|procure_to_pay|aggregation_p2p|SYNTH_AGG_P2P_ENTITY_SMALL,25000.000000,25000.000000,19950.000000,16000.000000,19950.000000,False,False,TXN0080,AUTO_EXECUTE,within_cumulative_budget,ENTITY_SMALL|2026-06|procure_to_pay|aggregation_p2p|SYNTH_AGG_P2P_ENTITY_SMALL,25000.000000,25000.000000,19950.000000,16000.000000,19950.000000,False,False
TXN0081,81,procure_to_pay,ENTITY_SMALL,aggregation_p2p,invoice,SYNTH_AGG_P2P_ENTITY_SMALL,2026-06,4050.000000,none,True,False,AGG_P2P_ENTITY_SMALL,aggregation_pressure,6,INDEPENDENT_REVIEW,TXN0081,AUTO_EXECUTE,within_fixed_threshold,,50000.000000,50000.000000,4050.000000,,,False,False,TXN0081,AUTO_EXECUTE,within_cumulative_budget,ENTITY_SMALL|2026-06|procure_to_pay|aggregation_p2p|SYNTH_AGG_P2P_ENTITY_SMALL,50000.000000,50000.000000,24000.000000,19950.000000,24000.000000,False,False,TXN0081,AUTO_EXECUTE,within_cumulative_budget,ENTITY_SMALL|2026-06|procure_to_pay|aggregation_p2p|SYNTH_AGG_P2P_ENTITY_SMALL,25000.000000,25000.000000,24000.000000,19950.000000,24000.000000,False,False,TXN0081,AUTO_EXECUTE,within_cumulative_budget,ENTITY_SMALL|2026-06|procure_to_pay|aggregation_p2p|SYNTH_AGG_P2P_ENTITY_SMALL,25000.000000,25000.000000,24000.000000,19950.000000,24000.000000,False,False
TXN0082,82,procure_to_pay,ENTITY_SMALL,aggregation_p2p,invoice,SYNTH_AGG_P2P_ENTITY_SMALL,2026-06,4150.000000,none,True,False,AGG_P2P_ENTITY_SMALL,aggregation_pressure,7,INDEPENDENT_REVIEW,TXN0082,AUTO_EXECUTE,within_fixed_threshold,,50000.000000,50000.000000,4150.000000,,,False,False,TXN0082,AUTO_EXECUTE,within_cumulative_budget,ENTITY_SMALL|2026-06|procure_to_pay|aggregation_p2p|SYNTH_AGG_P2P_ENTITY_SMALL,50000.000000,50000.000000,28150.000000,24000.000000,28150.000000,False,False,TXN0082,INDEPENDENT_REVIEW,projected_usage_above_budget,ENTITY_SMALL|2026-06|procure_to_pay|aggregation_p2p|SYNTH_AGG_P2P_ENTITY_SMALL,25000.000000,25000.000000,28150.000000,24000.000000,24000.000000,False,False,TXN0082,INDEPENDENT_REVIEW,projected_usage_above_budget,ENTITY_SMALL|2026-06|procure_to_pay|aggregation_p2p|SYNTH_AGG_P2P_ENTITY_SMALL,25000.000000,25000.000000,28150.000000,24000.000000,24000.000000,False,False
TXN0083,83,procure_to_pay,ENTITY_SMALL,aggregation_p2p,invoice,SYNTH_AGG_P2P_ENTITY_SMALL,2026-06,3850.000000,none,True,False,AGG_P2P_ENTITY_SMALL,aggregation_pressure,8,INDEPENDENT_REVIEW,TXN0083,AUTO_EXECUTE,within_fixed_threshold,,50000.000000,50000.000000,3850.000000,,,False,False,TXN0083,AUTO_EXECUTE,within_cumulative_budget,ENTITY_SMALL|2026-06|procure_to_pay|aggregation_p2p|SYNTH_AGG_P2P_ENTITY_SMALL,50000.000000,50000.000000,32000.000000,28150.000000,32000.000000,False,False,TXN0083,INDEPENDENT_REVIEW,projected_usage_above_budget,ENTITY_SMALL|2026-06|procure_to_pay|aggregation_p2p|SYNTH_AGG_P2P_ENTITY_SMALL,25000.000000,25000.000000,27850.000000,24000.000000,24000.000000,False,False,TXN0083,INDEPENDENT_REVIEW,projected_usage_above_budget,ENTITY_SMALL|2026-06|procure_to_pay|aggregation_p2p|SYNTH_AGG_P2P_ENTITY_SMALL,25000.000000,25000.000000,27850.000000,24000.000000,24000.000000,False,False
TXN0084,84,procure_to_pay,ENTITY_SMALL,aggregation_p2p,invoice,SYNTH_AGG_P2P_ENTITY_SMALL,2026-06,4125.000000,none,True,False,AGG_P2P_ENTITY_SMALL,aggregation_pressure,9,INDEPENDENT_REVIEW,TXN0084,AUTO_EXECUTE,within_fixed_threshold,,50000.000000,50000.000000,4125.000000,,,False,False,TXN0084,AUTO_EXECUTE,within_cumulative_budget,ENTITY_SMALL|2026-06|procure_to_pay|aggregation_p2p|SYNTH_AGG_P2P_ENTITY_SMALL,50000.000000,50000.000000,36125.000000,32000.000000,36125.000000,False,False,TXN0084,INDEPENDENT_REVIEW,projected_usage_above_budget,ENTITY_SMALL|2026-06|procure_to_pay|aggregation_p2p|SYNTH_AGG_P2P_ENTITY_SMALL,25000.000000,25000.000000,28125.000000,24000.000000,24000.000000,False,False,TXN0084,INDEPENDENT_REVIEW,projected_usage_above_budget,ENTITY_SMALL|2026-06|procure_to_pay|aggregation_p2p|SYNTH_AGG_P2P_ENTITY_SMALL,25000.000000,25000.000000,28125.000000,24000.000000,24000.000000,False,False
TXN0085,85,procure_to_pay,ENTITY_SMALL,aggregation_p2p,invoice,SYNTH_AGG_P2P_ENTITY_SMALL,2026-06,3975.000000,none,True,False,AGG_P2P_ENTITY_SMALL,aggregation_pressure,10,INDEPENDENT_REVIEW,TXN0085,AUTO_EXECUTE,within_fixed_threshold,,50000.000000,50000.000000,3975.000000,,,False,False,TXN0085,AUTO_EXECUTE,within_cumulative_budget,ENTITY_SMALL|2026-06|procure_to_pay|aggregation_p2p|SYNTH_AGG_P2P_ENTITY_SMALL,50000.000000,50000.000000,40100.000000,36125.000000,40100.000000,False,False,TXN0085,INDEPENDENT_REVIEW,projected_usage_above_budget,ENTITY_SMALL|2026-06|procure_to_pay|aggregation_p2p|SYNTH_AGG_P2P_ENTITY_SMALL,25000.000000,25000.000000,27975.000000,24000.000000,24000.000000,False,False,TXN0085,INDEPENDENT_REVIEW,projected_usage_above_budget,ENTITY_SMALL|2026-06|procure_to_pay|aggregation_p2p|SYNTH_AGG_P2P_ENTITY_SMALL,25000.000000,25000.000000,27975.000000,24000.000000,24000.000000,False,False
TXN0086,86,procure_to_pay,ENTITY_REFERENCE,aggregation_p2p,invoice,SYNTH_AGG_P2P_ENTITY_REFERENCE,2026-06,7800.000000,none,True,False,AGG_P2P_ENTITY_REFERENCE,aggregation_pressure,1,AUTO_EXECUTE,TXN0086,AUTO_EXECUTE,within_fixed_threshold,,50000.000000,50000.000000,7800.000000,,,False,False,TXN0086,AUTO_EXECUTE,within_cumulative_budget,ENTITY_REFERENCE|2026-06|procure_to_pay|aggregation_p2p|SYNTH_AGG_P2P_ENTITY_REFERENCE,50000.000000,50000.000000,7800.000000,0.000000,7800.000000,False,False,TXN0086,AUTO_EXECUTE,within_cumulative_budget,ENTITY_REFERENCE|2026-06|procure_to_pay|aggregation_p2p|SYNTH_AGG_P2P_ENTITY_REFERENCE,50000.000000,50000.000000,7800.000000,0.000000,7800.000000,False,False,TXN0086,AUTO_EXECUTE,within_cumulative_budget,ENTITY_REFERENCE|2026-06|procure_to_pay|aggregation_p2p|SYNTH_AGG_P2P_ENTITY_REFERENCE,50000.000000,50000.000000,7800.000000,0.000000,7800.000000,False,False
TXN0087,87,procure_to_pay,ENTITY_REFERENCE,aggregation_p2p,invoice,SYNTH_AGG_P2P_ENTITY_REFERENCE,2026-06,8200.000000,none,True,False,AGG_P2P_ENTITY_REFERENCE,aggregation_pressure,2,AUTO_EXECUTE,TXN0087,AUTO_EXECUTE,within_fixed_threshold,,50000.000000,50000.000000,8200.000000,,,False,False,TXN0087,AUTO_EXECUTE,within_cumulative_budget,ENTITY_REFERENCE|2026-06|procure_to_pay|aggregation_p2p|SYNTH_AGG_P2P_ENTITY_REFERENCE,50000.000000,50000.000000,16000.000000,7800.000000,16000.000000,False,False,TXN0087,AUTO_EXECUTE,within_cumulative_budget,ENTITY_REFERENCE|2026-06|procure_to_pay|aggregation_p2p|SYNTH_AGG_P2P_ENTITY_REFERENCE,50000.000000,50000.000000,16000.000000,7800.000000,16000.000000,False,False,TXN0087,AUTO_EXECUTE,within_cumulative_budget,ENTITY_REFERENCE|2026-06|procure_to_pay|aggregation_p2p|SYNTH_AGG_P2P_ENTITY_REFERENCE,50000.000000,50000.000000,16000.000000,7800.000000,16000.000000,False,False
TXN0088,88,procure_to_pay,ENTITY_REFERENCE,aggregation_p2p,invoice,SYNTH_AGG_P2P_ENTITY_REFERENCE,2026-06,7600.000000,none,True,False,AGG_P2P_ENTITY_REFERENCE,aggregation_pressure,3,AUTO_EXECUTE,TXN0088,AUTO_EXECUTE,within_fixed_threshold,,50000.000000,50000.000000,7600.000000,,,False,False,TXN0088,AUTO_EXECUTE,within_cumulative_budget,ENTITY_REFERENCE|2026-06|procure_to_pay|aggregation_p2p|SYNTH_AGG_P2P_ENTITY_REFERENCE,50000.000000,50000.000000,23600.000000,16000.000000,23600.000000,False,False,TXN0088,AUTO_EXECUTE,within_cumulative_budget,ENTITY_REFERENCE|2026-06|procure_to_pay|aggregation_p2p|SYNTH_AGG_P2P_ENTITY_REFERENCE,50000.000000,50000.000000,23600.000000,16000.000000,23600.000000,False,False,TXN0088,AUTO_EXECUTE,within_cumulative_budget,ENTITY_REFERENCE|2026-06|procure_to_pay|aggregation_p2p|SYNTH_AGG_P2P_ENTITY_REFERENCE,50000.000000,50000.000000,23600.000000,16000.000000,23600.000000,False,False
TXN0089,89,procure_to_pay,ENTITY_REFERENCE,aggregation_p2p,invoice,SYNTH_AGG_P2P_ENTITY_REFERENCE,2026-06,8400.000000,none,True,False,AGG_P2P_ENTITY_REFERENCE,aggregation_pressure,4,AUTO_EXECUTE,TXN0089,AUTO_EXECUTE,within_fixed_threshold,,50000.000000,50000.000000,8400.000000,,,False,False,TXN0089,AUTO_EXECUTE,within_cumulative_budget,ENTITY_REFERENCE|2026-06|procure_to_pay|aggregation_p2p|SYNTH_AGG_P2P_ENTITY_REFERENCE,50000.000000,50000.000000,32000.000000,23600.000000,32000.000000,False,False,TXN0089,AUTO_EXECUTE,within_cumulative_budget,ENTITY_REFERENCE|2026-06|procure_to_pay|aggregation_p2p|SYNTH_AGG_P2P_ENTITY_REFERENCE,50000.000000,50000.000000,32000.000000,23600.000000,32000.000000,False,False,TXN0089,AUTO_EXECUTE,within_cumulative_budget,ENTITY_REFERENCE|2026-06|procure_to_pay|aggregation_p2p|SYNTH_AGG_P2P_ENTITY_REFERENCE,50000.000000,50000.000000,32000.000000,23600.000000,32000.000000,False,False
TXN0090,90,procure_to_pay,ENTITY_REFERENCE,aggregation_p2p,invoice,SYNTH_AGG_P2P_ENTITY_REFERENCE,2026-06,7900.000000,none,True,False,AGG_P2P_ENTITY_REFERENCE,aggregation_pressure,5,AUTO_EXECUTE,TXN0090,AUTO_EXECUTE,within_fixed_threshold,,50000.000000,50000.000000,7900.000000,,,False,False,TXN0090,AUTO_EXECUTE,within_cumulative_budget,ENTITY_REFERENCE|2026-06|procure_to_pay|aggregation_p2p|SYNTH_AGG_P2P_ENTITY_REFERENCE,50000.000000,50000.000000,39900.000000,32000.000000,39900.000000,False,False,TXN0090,AUTO_EXECUTE,within_cumulative_budget,ENTITY_REFERENCE|2026-06|procure_to_pay|aggregation_p2p|SYNTH_AGG_P2P_ENTITY_REFERENCE,50000.000000,50000.000000,39900.000000,32000.000000,39900.000000,False,False,TXN0090,AUTO_EXECUTE,within_cumulative_budget,ENTITY_REFERENCE|2026-06|procure_to_pay|aggregation_p2p|SYNTH_AGG_P2P_ENTITY_REFERENCE,50000.000000,50000.000000,39900.000000,32000.000000,39900.000000,False,False
TXN0091,91,procure_to_pay,ENTITY_REFERENCE,aggregation_p2p,invoice,SYNTH_AGG_P2P_ENTITY_REFERENCE,2026-06,8100.000000,none,True,False,AGG_P2P_ENTITY_REFERENCE,aggregation_pressure,6,INDEPENDENT_REVIEW,TXN0091,AUTO_EXECUTE,within_fixed_threshold,,50000.000000,50000.000000,8100.000000,,,False,False,TXN0091,AUTO_EXECUTE,within_cumulative_budget,ENTITY_REFERENCE|2026-06|procure_to_pay|aggregation_p2p|SYNTH_AGG_P2P_ENTITY_REFERENCE,50000.000000,50000.000000,48000.000000,39900.000000,48000.000000,False,False,TXN0091,AUTO_EXECUTE,within_cumulative_budget,ENTITY_REFERENCE|2026-06|procure_to_pay|aggregation_p2p|SYNTH_AGG_P2P_ENTITY_REFERENCE,50000.000000,50000.000000,48000.000000,39900.000000,48000.000000,False,False,TXN0091,AUTO_EXECUTE,within_cumulative_budget,ENTITY_REFERENCE|2026-06|procure_to_pay|aggregation_p2p|SYNTH_AGG_P2P_ENTITY_REFERENCE,50000.000000,50000.000000,48000.000000,39900.000000,48000.000000,False,False
TXN0092,92,procure_to_pay,ENTITY_REFERENCE,aggregation_p2p,invoice,SYNTH_AGG_P2P_ENTITY_REFERENCE,2026-06,8300.000000,none,True,False,AGG_P2P_ENTITY_REFERENCE,aggregation_pressure,7,INDEPENDENT_REVIEW,TXN0092,AUTO_EXECUTE,within_fixed_threshold,,50000.000000,50000.000000,8300.000000,,,False,False,TXN0092,INDEPENDENT_REVIEW,projected_usage_above_budget,ENTITY_REFERENCE|2026-06|procure_to_pay|aggregation_p2p|SYNTH_AGG_P2P_ENTITY_REFERENCE,50000.000000,50000.000000,56300.000000,48000.000000,48000.000000,False,False,TXN0092,INDEPENDENT_REVIEW,projected_usage_above_budget,ENTITY_REFERENCE|2026-06|procure_to_pay|aggregation_p2p|SYNTH_AGG_P2P_ENTITY_REFERENCE,50000.000000,50000.000000,56300.000000,48000.000000,48000.000000,False,False,TXN0092,INDEPENDENT_REVIEW,projected_usage_above_budget,ENTITY_REFERENCE|2026-06|procure_to_pay|aggregation_p2p|SYNTH_AGG_P2P_ENTITY_REFERENCE,50000.000000,50000.000000,56300.000000,48000.000000,48000.000000,False,False
TXN0093,93,procure_to_pay,ENTITY_REFERENCE,aggregation_p2p,invoice,SYNTH_AGG_P2P_ENTITY_REFERENCE,2026-06,7700.000000,none,True,False,AGG_P2P_ENTITY_REFERENCE,aggregation_pressure,8,INDEPENDENT_REVIEW,TXN0093,AUTO_EXECUTE,within_fixed_threshold,,50000.000000,50000.000000,7700.000000,,,False,False,TXN0093,INDEPENDENT_REVIEW,projected_usage_above_budget,ENTITY_REFERENCE|2026-06|procure_to_pay|aggregation_p2p|SYNTH_AGG_P2P_ENTITY_REFERENCE,50000.000000,50000.000000,55700.000000,48000.000000,48000.000000,False,False,TXN0093,INDEPENDENT_REVIEW,projected_usage_above_budget,ENTITY_REFERENCE|2026-06|procure_to_pay|aggregation_p2p|SYNTH_AGG_P2P_ENTITY_REFERENCE,50000.000000,50000.000000,55700.000000,48000.000000,48000.000000,False,False,TXN0093,INDEPENDENT_REVIEW,projected_usage_above_budget,ENTITY_REFERENCE|2026-06|procure_to_pay|aggregation_p2p|SYNTH_AGG_P2P_ENTITY_REFERENCE,50000.000000,50000.000000,55700.000000,48000.000000,48000.000000,False,False
