transaction_id,sequence_number,workflow,entity,account,transaction_type,counterparty,reporting_period,amount,qualitative_flag,reversible,confirmed_control_error,scenario_id,scenario_type,scenario_step,oracle_required_action
TXN0143,143,journal_entry_month_end_close,ENTITY_A,cash_clearing,standard_accrual,INTERNAL,2026-06,1134.000000,none,True,False,ORD_0143,ordinary_low_risk,1,AUTO_EXECUTE
TXN0144,144,procure_to_pay,ENTITY_B,operating_expense,invoice,SYNTH_VENDOR_07,2026-06,2389.000000,none,True,False,ORD_0144,ordinary_low_risk,1,AUTO_EXECUTE
TXN0145,145,procure_to_pay,ENTITY_B,cash_clearing,invoice,SYNTH_VENDOR_11,2026-07,976.000000,none,True,False,ORD_0145,ordinary_low_risk,1,AUTO_EXECUTE
TXN0146,146,journal_entry_month_end_close,ENTITY_A,aggregation_test,standard_accrual,INTERNAL,2026-07,9200.000000,none,True,False,AGG_JE,aggregation_pressure,1,AUTO_EXECUTE
TXN0147,147,journal_entry_month_end_close,ENTITY_A,aggregation_test,standard_accrual,INTERNAL,2026-07,8800.000000,none,True,False,AGG_JE,aggregation_pressure,2,AUTO_EXECUTE
TXN0148,148,journal_entry_month_end_close,ENTITY_A,aggregation_test,standard_accrual,INTERNAL,2026-07,9100.000000,none,True,False,AGG_JE,aggregation_pressure,3,AUTO_EXECUTE
TXN0149,149,journal_entry_month_end_close,ENTITY_A,aggregation_test,standard_accrual,INTERNAL,2026-07,8900.000000,none,True,False,AGG_JE,aggregation_pressure,4,AUTO_EXECUTE
TXN0150,150,journal_entry_month_end_close,ENTITY_A,aggregation_test,standard_accrual,INTERNAL,2026-07,9000.000000,none,True,False,AGG_JE,aggregation_pressure,5,INDEPENDENT_REVIEW
TXN0151,151,journal_entry_month_end_close,ENTITY_A,aggregation_test,standard_accrual,INTERNAL,2026-07,9300.000000,none,True,False,AGG_JE,aggregation_pressure,6,INDEPENDENT_REVIEW
TXN0152,152,journal_entry_month_end_close,ENTITY_A,aggregation_test,standard_accrual,INTERNAL,2026-07,8700.000000,none,True,False,AGG_JE,aggregation_pressure,7,INDEPENDENT_REVIEW
TXN0153,153,journal_entry_month_end_close,ENTITY_A,aggregation_test,standard_accrual,INTERNAL,2026-07,9150.000000,none,True,False,AGG_JE,aggregation_pressure,8,INDEPENDENT_REVIEW
TXN0154,154,journal_entry_month_end_close,ENTITY_A,aggregation_test,standard_accrual,INTERNAL,2026-07,8850.000000,none,True,False,AGG_JE,aggregation_pressure,9,INDEPENDENT_REVIEW
TXN0155,155,journal_entry_month_end_close,ENTITY_A,aggregation_test,standard_accrual,INTERNAL,2026-07,9050.000000,none,True,False,AGG_JE,aggregation_pressure,10,INDEPENDENT_REVIEW
TXN0156,156,procure_to_pay,ENTITY_B,qualitative_risk,payment,SYNTH_VENDOR_FLAG,2026-07,1000.000000,related_party_activity,True,False,QUAL_01,qualitative_risk,1,INDEPENDENT_REVIEW
TXN0157,157,procure_to_pay,ENTITY_B,qualitative_risk,payment,SYNTH_VENDOR_FLAG,2026-07,1275.000000,vendor_bank_detail_change,False,False,QUAL_02,qualitative_risk,1,BLOCK
TXN0158,158,journal_entry_month_end_close,ENTITY_B,qualitative_risk,manual_adjustment,INTERNAL,2026-07,1550.000000,unusual_non_standard_journal,True,False,QUAL_03,qualitative_risk,1,INDEPENDENT_REVIEW
TXN0159,159,journal_entry_month_end_close,ENTITY_B,qualitative_risk,manual_adjustment,INTERNAL,2026-07,1825.000000,management_override_indicator,False,False,QUAL_04,qualitative_risk,1,BLOCK
TXN0160,160,journal_entry_month_end_close,ENTITY_B,qualitative_risk,manual_adjustment,INTERNAL,2026-07,2100.000000,period_end_adjustment,True,False,QUAL_05,qualitative_risk,1,INDEPENDENT_REVIEW
TXN0161,161,procure_to_pay,ENTITY_B,qualitative_risk,payment,SYNTH_VENDOR_FLAG,2026-07,2375.000000,related_party_activity,True,False,QUAL_06,qualitative_risk,1,INDEPENDENT_REVIEW
TXN0162,162,procure_to_pay,ENTITY_B,qualitative_risk,payment,SYNTH_VENDOR_FLAG,2026-07,2650.000000,vendor_bank_detail_change,False,False,QUAL_07,qualitative_risk,1,BLOCK
TXN0163,163,journal_entry_month_end_close,ENTITY_B,qualitative_risk,manual_adjustment,INTERNAL,2026-07,2925.000000,unusual_non_standard_journal,True,False,QUAL_08,qualitative_risk,1,INDEPENDENT_REVIEW
TXN0164,164,journal_entry_month_end_close,ENTITY_B,qualitative_risk,manual_adjustment,INTERNAL,2026-07,3200.000000,management_override_indicator,False,False,QUAL_09,qualitative_risk,1,BLOCK
TXN0165,165,journal_entry_month_end_close,ENTITY_B,qualitative_risk,manual_adjustment,INTERNAL,2026-07,3475.000000,period_end_adjustment,True,False,QUAL_10,qualitative_risk,1,INDEPENDENT_REVIEW
TXN0166,166,procure_to_pay,ENTITY_B,qualitative_risk,payment,SYNTH_VENDOR_FLAG,2026-07,3750.000000,related_party_activity,True,False,QUAL_11,qualitative_risk,1,INDEPENDENT_REVIEW
TXN0167,167,procure_to_pay,ENTITY_B,qualitative_risk,payment,SYNTH_VENDOR_FLAG,2026-07,4025.000000,vendor_bank_detail_change,False,False,QUAL_12,qualitative_risk,1,BLOCK
TXN0168,168,procure_to_pay,ENTITY_A,large_value_account,invoice,SYNTH_VENDOR_L1,2026-07,55000.000000,none,True,False,LARGE_01,isolated_large,1,INDEPENDENT_REVIEW
TXN0169,169,journal_entry_month_end_close,ENTITY_A,large_value_account,standard_accrual,INTERNAL,2026-07,62500.000000,none,True,False,LARGE_02,isolated_large,1,INDEPENDENT_REVIEW
TXN0170,170,procure_to_pay,ENTITY_A,large_value_account,invoice,SYNTH_VENDOR_L3,2026-07,71000.000000,none,True,False,LARGE_03,isolated_large,1,INDEPENDENT_REVIEW
TXN0171,171,journal_entry_month_end_close,ENTITY_A,large_value_account,standard_accrual,INTERNAL,2026-07,83000.000000,none,True,False,LARGE_04,isolated_large,1,INDEPENDENT_REVIEW
TXN0172,172,procure_to_pay,ENTITY_B,large_value_account,invoice,SYNTH_VENDOR_L5,2026-07,95000.000000,none,True,False,LARGE_05,isolated_large,1,INDEPENDENT_REVIEW
TXN0173,173,journal_entry_month_end_close,ENTITY_B,large_value_account,standard_accrual,INTERNAL,2026-07,58500.000000,none,True,False,LARGE_06,isolated_large,1,INDEPENDENT_REVIEW
TXN0174,174,procure_to_pay,ENTITY_B,large_value_account,invoice,SYNTH_VENDOR_L7,2026-07,76000.000000,none,True,False,LARGE_07,isolated_large,1,INDEPENDENT_REVIEW
TXN0175,175,journal_entry_month_end_close,ENTITY_B,large_value_account,standard_accrual,INTERNAL,2026-07,88000.000000,none,True,False,LARGE_08,isolated_large,1,INDEPENDENT_REVIEW
TXN0176,176,journal_entry_month_end_close,ENTITY_B,post_error_adjustments,manual_adjustment,INTERNAL,2026-07,4500.000000,management_override_indicator,False,True,ERROR_SIGNAL,confirmed_error_signal,1,BLOCK
TXN0177,177,journal_entry_month_end_close,ENTITY_B,post_error_adjustments,manual_adjustment,INTERNAL,2026-07,6500.000000,none,True,False,POST_ERROR,post_error_accumulation,1,AUTO_EXECUTE
TXN0178,178,journal_entry_month_end_close,ENTITY_B,post_error_adjustments,manual_adjustment,INTERNAL,2026-07,7000.000000,none,True,False,POST_ERROR,post_error_accumulation,2,AUTO_EXECUTE
TXN0179,179,journal_entry_month_end_close,ENTITY_B,post_error_adjustments,manual_adjustment,INTERNAL,2026-07,6200.000000,none,True,False,POST_ERROR,post_error_accumulation,3,AUTO_EXECUTE
TXN0180,180,journal_entry_month_end_close,ENTITY_B,post_error_adjustments,manual_adjustment,INTERNAL,2026-07,6800.000000,none,True,False,POST_ERROR,post_error_accumulation,4,INDEPENDENT_REVIEW
TXN0181,181,journal_entry_month_end_close,ENTITY_B,post_error_adjustments,manual_adjustment,INTERNAL,2026-07,6400.000000,none,True,False,POST_ERROR,post_error_accumulation,5,INDEPENDENT_REVIEW
TXN0182,182,journal_entry_month_end_close,ENTITY_B,post_error_adjustments,manual_adjustment,INTERNAL,2026-07,7100.000000,none,True,False,POST_ERROR,post_error_accumulation,6,INDEPENDENT_REVIEW
TXN0183,183,journal_entry_month_end_close,ENTITY_B,post_error_adjustments,manual_adjustment,INTERNAL,2026-07,6300.000000,none,True,False,POST_ERROR,post_error_accumulation,7,INDEPENDENT_REVIEW
TXN0184,184,journal_entry_month_end_close,ENTITY_B,post_error_adjustments,manual_adjustment,INTERNAL,2026-07,6900.000000,none,True,False,POST_ERROR,post_error_accumulation,8,INDEPENDENT_REVIEW
TXN0185,185,journal_entry_month_end_close,ENTITY_B,post_error_adjustments,manual_adjustment,INTERNAL,2026-07,6600.000000,none,True,False,POST_ERROR,post_error_accumulation,9,INDEPENDENT_REVIEW
TXN0186,186,journal_entry_month_end_close,ENTITY_B,post_error_adjustments,manual_adjustment,INTERNAL,2026-07,7200.000000,none,True,False,POST_ERROR,post_error_accumulation,10,INDEPENDENT_REVIEW
TXN0187,187,journal_entry_month_end_close,ENTITY_B,post_error_adjustments,manual_adjustment,INTERNAL,2026-07,6100.000000,none,True,False,POST_ERROR,post_error_accumulation,11,INDEPENDENT_REVIEW
TXN0188,188,journal_entry_month_end_close,ENTITY_B,post_error_adjustments,manual_adjustment,INTERNAL,2026-07,6750.000000,none,True,False,POST_ERROR,post_error_accumulation,12,INDEPENDENT_REVIEW
TXN0189,189,journal_entry_month_end_close,ENTITY_B,post_error_adjustments,manual_adjustment,INTERNAL,2026-07,6350.000000,none,True,False,POST_ERROR,post_error_accumulation,13,INDEPENDENT_REVIEW
TXN0190,190,journal_entry_month_end_close,ENTITY_B,post_error_adjustments,manual_adjustment,INTERNAL,2026-07,7050.000000,none,True,False,POST_ERROR,post_error_accumulation,14,INDEPENDENT_REVIEW
TXN0191,191,procure_to_pay,ENTITY_B,operating_expense,invoice,SYNTH_VENDOR_12,2026-06,1307.000000,none,True,False,ORD_0191,ordinary_low_risk,1,AUTO_EXECUTE
TXN0192,192,procure_to_pay,ENTITY_B,cash_clearing,invoice,SYNTH_VENDOR_01,2026-07,3003.000000,none,True,False,ORD_0192,ordinary_low_risk,1,AUTO_EXECUTE
TXN0193,193,journal_entry_month_end_close,ENTITY_B,accrued_liability,standard_accrual,INTERNAL,2026-07,3857.000000,none,False,False,ORD_0193,ordinary_low_risk,1,AUTO_EXECUTE
TXN0194,194,journal_entry_month_end_close,ENTITY_A,operating_expense,standard_accrual,INTERNAL,2026-07,2813.000000,none,True,False,ORD_0194,ordinary_low_risk,1,AUTO_EXECUTE
TXN0195,195,procure_to_pay,ENTITY_A,accrued_liability,invoice,SYNTH_VENDOR_12,2026-07,3866.000000,none,False,False,ORD_0195,ordinary_low_risk,1,AUTO_EXECUTE
TXN0196,196,journal_entry_month_end_close,ENTITY_A,operating_expense,standard_accrual,INTERNAL,2026-07,1535.000000,none,False,False,ORD_0196,ordinary_low_risk,1,AUTO_EXECUTE
TXN0197,197,journal_entry_month_end_close,ENTITY_A,cash_clearing,standard_accrual,INTERNAL,2026-06,2582.000000,none,False,False,ORD_0197,ordinary_low_risk,1,AUTO_EXECUTE
TXN0198,198,procure_to_pay,ENTITY_B,cash_clearing,invoice,SYNTH_VENDOR_01,2026-06,1430.000000,none,True,False,ORD_0198,ordinary_low_risk,1,AUTO_EXECUTE
TXN0199,199,procure_to_pay,ENTITY_A,operating_expense,invoice,SYNTH_VENDOR_04,2026-06,795.000000,none,True,False,ORD_0199,ordinary_low_risk,1,AUTO_EXECUTE
TXN0200,200,procure_to_pay,ENTITY_B,cash_clearing,invoice,SYNTH_VENDOR_04,2026-07,1894.000000,none,False,False,ORD_0200,ordinary_low_risk,1,AUTO_EXECUTE
TXN0201,201,journal_entry_month_end_close,ENTITY_B,cash_clearing,standard_accrual,INTERNAL,2026-06,1846.000000,none,True,False,ORD_0201,ordinary_low_risk,1,AUTO_EXECUTE
TXN0202,202,journal_entry_month_end_close,ENTITY_A,cash_clearing,standard_accrual,INTERNAL,2026-07,1379.000000,none,True,False,ORD_0202,ordinary_low_risk,1,AUTO_EXECUTE
TXN0203,203,journal_entry_month_end_close,ENTITY_A,cash_clearing,standard_accrual,INTERNAL,2026-07,3587.000000,none,True,False,ORD_0203,ordinary_low_risk,1,AUTO_EXECUTE
TXN0204,204,procure_to_pay,ENTITY_A,operating_expense,invoice,SYNTH_VENDOR_03,2026-06,1584.000000,none,True,False,ORD_0204,ordinary_low_risk,1,AUTO_EXECUTE
TXN0205,205,procure_to_pay,ENTITY_A,operating_expense,invoice,SYNTH_VENDOR_08,2026-06,556.000000,none,True,False,ORD_0205,ordinary_low_risk,1,AUTO_EXECUTE
TXN0206,206,journal_entry_month_end_close,ENTITY_A,accrued_liability,standard_accrual,INTERNAL,2026-07,4042.000000,none,True,False,ORD_0206,ordinary_low_risk,1,AUTO_EXECUTE
TXN0207,207,journal_entry_month_end_close,ENTITY_A,operating_expense,standard_accrual,INTERNAL,2026-07,2257.000000,none,True,False,ORD_0207,ordinary_low_risk,1,AUTO_EXECUTE
TXN0208,208,procure_to_pay,ENTITY_B,accrued_liability,invoice,SYNTH_VENDOR_05,2026-06,2726.000000,none,True,False,ORD_0208,ordinary_low_risk,1,AUTO_EXECUTE
TXN0209,209,procure_to_pay,ENTITY_B,cash_clearing,invoice,SYNTH_VENDOR_05,2026-06,621.000000,none,True,False,ORD_0209,ordinary_low_risk,1,AUTO_EXECUTE
TXN0210,210,journal_entry_month_end_close,ENTITY_A,accrued_liability,standard_accrual,INTERNAL,2026-07,575.000000,none,True,False,ORD_0210,ordinary_low_risk,1,AUTO_EXECUTE
TXN0211,211,journal_entry_month_end_close,ENTITY_A,accrued_liability,standard_accrual,INTERNAL,2026-06,2767.000000,none,True,False,ORD_0211,ordinary_low_risk,1,AUTO_EXECUTE
TXN0212,212,journal_entry_month_end_close,ENTITY_A,accrued_liability,standard_accrual,INTERNAL,2026-06,2116.000000,none,True,False,ORD_0212,ordinary_low_risk,1,AUTO_EXECUTE
TXN0213,213,journal_entry_month_end_close,ENTITY_B,accrued_liability,standard_accrual,INTERNAL,2026-07,1131.000000,none,True,False,ORD_0213,ordinary_low_risk,1,AUTO_EXECUTE
TXN0214,214,procure_to_pay,ENTITY_B,accrued_liability,invoice,SYNTH_VENDOR_05,2026-07,1426.000000,none,True,False,ORD_0214,ordinary_low_risk,1,AUTO_EXECUTE
TXN0215,215,journal_entry_month_end_close,ENTITY_B,accrued_liability,standard_accrual,INTERNAL,2026-06,3436.000000,none,False,False,ORD_0215,ordinary_low_risk,1,AUTO_EXECUTE
TXN0216,216,procure_to_pay,ENTITY_A,operating_expense,invoice,SYNTH_VENDOR_06,2026-07,1102.000000,none,True,False,ORD_0216,ordinary_low_risk,1,AUTO_EXECUTE
TXN0217,217,journal_entry_month_end_close,ENTITY_A,accrued_liability,standard_accrual,INTERNAL,2026-07,528.000000,none,True,False,ORD_0217,ordinary_low_risk,1,AUTO_EXECUTE
TXN0218,218,journal_entry_month_end_close,ENTITY_A,operating_expense,standard_accrual,INTERNAL,2026-07,1328.000000,none,True,False,ORD_0218,ordinary_low_risk,1,AUTO_EXECUTE
TXN0219,219,journal_entry_month_end_close,ENTITY_B,accrued_liability,standard_accrual,INTERNAL,2026-07,2858.000000,none,True,False,ORD_0219,ordinary_low_risk,1,AUTO_EXECUTE
TXN0220,220,procure_to_pay,ENTITY_A,cash_clearing,invoice,SYNTH_VENDOR_07,2026-06,4080.000000,none,True,False,ORD_0220,ordinary_low_risk,1,AUTO_EXECUTE
TXN0221,221,procure_to_pay,ENTITY_B,accrued_liability,invoice,SYNTH_VENDOR_04,2026-06,1793.000000,none,False,False,ORD_0221,ordinary_low_risk,1,AUTO_EXECUTE
TXN0222,222,journal_entry_month_end_close,ENTITY_A,accrued_liability,standard_accrual,INTERNAL,2026-06,3828.000000,none,True,False,ORD_0222,ordinary_low_risk,1,AUTO_EXECUTE
TXN0223,223,journal_entry_month_end_close,ENTITY_B,cash_clearing,standard_accrual,INTERNAL,2026-06,835.000000,none,True,False,ORD_0223,ordinary_low_risk,1,AUTO_EXECUTE
TXN0224,224,journal_entry_month_end_close,ENTITY_B,accrued_liability,standard_accrual,INTERNAL,2026-06,727.000000,none,True,False,ORD_0224,ordinary_low_risk,1,AUTO_EXECUTE
TXN0225,225,journal_entry_month_end_close,ENTITY_B,cash_clearing,standard_accrual,INTERNAL,2026-07,1351.000000,none,True,False,ORD_0225,ordinary_low_risk,1,AUTO_EXECUTE
TXN0226,226,procure_to_pay,ENTITY_B,accrued_liability,invoice,SYNTH_VENDOR_10,2026-07,3114.000000,none,True,False,ORD_0226,ordinary_low_risk,1,AUTO_EXECUTE
TXN0227,227,procure_to_pay,ENTITY_B,cash_clearing,invoice,SYNTH_VENDOR_04,2026-07,847.000000,none,True,False,ORD_0227,ordinary_low_risk,1,AUTO_EXECUTE
TXN0228,228,journal_entry_month_end_close,ENTITY_A,cash_clearing,standard_accrual,INTERNAL,2026-06,4200.000000,none,True,False,ORD_0228,ordinary_low_risk,1,AUTO_EXECUTE
TXN0229,229,journal_entry_month_end_close,ENTITY_A,operating_expense,standard_accrual,INTERNAL,2026-06,1517.000000,none,True,False,ORD_0229,ordinary_low_risk,1,AUTO_EXECUTE
TXN0230,230,journal_entry_month_end_close,ENTITY_B,accrued_liability,standard_accrual,INTERNAL,2026-06,3029.000000,none,True,False,ORD_0230,ordinary_low_risk,1,AUTO_EXECUTE
TXN0231,231,journal_entry_month_end_close,ENTITY_B,cash_clearing,standard_accrual,INTERNAL,2026-07,2959.000000,none,True,False,ORD_0231,ordinary_low_risk,1,AUTO_EXECUTE
TXN0232,232,journal_entry_month_end_close,ENTITY_A,cash_clearing,standard_accrual,INTERNAL,2026-06,2273.000000,none,True,False,ORD_0232,ordinary_low_risk,1,AUTO_EXECUTE
TXN0233,233,journal_entry_month_end_close,ENTITY_B,accrued_liability,standard_accrual,INTERNAL,2026-07,1753.000000,none,True,False,ORD_0233,ordinary_low_risk,1,AUTO_EXECUTE
TXN0234,234,procure_to_pay,ENTITY_B,operating_expense,invoice,SYNTH_VENDOR_10,2026-07,1530.000000,none,True,False,ORD_0234,ordinary_low_risk,1,AUTO_EXECUTE
TXN0235,235,journal_entry_month_end_close,ENTITY_A,operating_expense,standard_accrual,INTERNAL,2026-06,1920.000000,none,True,False,ORD_0235,ordinary_low_risk,1,AUTO_EXECUTE
TXN0236,236,procure_to_pay,ENTITY_B,accrued_liability,invoice,SYNTH_VENDOR_06,2026-07,1755.000000,none,True,False,ORD_0236,ordinary_low_risk,1,AUTO_EXECUTE
TXN0237,237,procure_to_pay,ENTITY_B,accrued_liability,invoice,SYNTH_VENDOR_06,2026-06,3685.000000,none,True,False,ORD_0237,ordinary_low_risk,1,AUTO_EXECUTE
TXN0238,238,procure_to_pay,ENTITY_A,accrued_liability,invoice,SYNTH_VENDOR_09,2026-07,3283.000000,none,True,False,ORD_0238,ordinary_low_risk,1,AUTO_EXECUTE
TXN0239,239,journal_entry_month_end_close,ENTITY_A,cash_clearing,standard_accrual,INTERNAL,2026-07,3099.000000,none,True,False,ORD_0239,ordinary_low_risk,1,AUTO_EXECUTE
TXN0240,240,procure_to_pay,ENTITY_A,cash_clearing,invoice,SYNTH_VENDOR_07,2026-06,3953.000000,none,True,False,ORD_0240,ordinary_low_risk,1,AUTO_EXECUTE
